country	year	age	sex	prop_childless_att	prop_school
Chad	2004	20	Female	0.704967173	0.170847462
Chad	2004	21	Female	0.657007442	0.225455351
Chad	2004	22	Female	0.61003277	0.166766629
Chad	2004	23	Female	0.400836144	0.163651676
Chad	2004	24	Female	0.339524079	0.185100574
Chile	1970	12	Female		0.944884602
Chile	1970	13	Female		0.901248475
Chile	1970	14	Female		0.806092053
Chile	1970	15	Female	0.881815587	0.702878925
Chile	1970	16	Female	0.88372093	0.608487686
Chile	1970	17	Female	0.876512307	0.512998823
Chile	1970	18	Female	0.851166329	0.420066035
Chile	1970	19	Female	0.828723404	0.338210602
Chile	1970	20	Female	0.516331096	0.252885268
					
Chile	1970	21	Female	0.491475603	0.220909091
					
Chile	1970	22	Female	0.461702128	0.172392713
Chile	1970	23	Female	0.400540054	0.141439837
					
Chile	1970	24	Female	0.385606874	0.123507562
					
Chile	1982	12	Female		0.95983668
Chile	1982	13	Female		0.926028781
Chile	1982	14	Female		0.858066041
					
Chile	1982	15	Female	0.993248312	0.765914221
					
Chile	1982	16	Female	0.987238794	0.690228039
Chile	1982	17	Female	0.983635717	0.594488189
					
Chile	1982	18	Female	0.970316623	0.461578987
					
Chile	1982	19	Female	0.939957971	0.338288531
					
Chile	1982	20	Female	0.909925667	0.23728405
					
Chile	1982	21	Female	0.869675779	0.163993018
					
Chile	1982	22	Female	0.812447435	0.123146252
					
Chile	1982	23	Female	0.728380024	0.08631182
					
Chile	1982	24	Female	0.625615764	0.065606542
					
Chile	1992	12	Female		
Chile	1992	13	Female		
Chile	1992	14	Female	0.996806503	0.76564512
Chile	1992	15	Female	0.995665172	0.76013936
Chile	1992	16	Female	0.987793714	0.70165651
Chile	1992	17	Female	0.979851363	0.61218001
Chile	1992	18	Female	0.9682832	0.488664987
Chile	1992	19	Female	0.948673587	0.346657875
Chile	1992	20	Female	0.928911835	0.248542573
Chile	1992	21	Female	0.908346972	0.181066556
Chile	1992	22	Female	0.86547812	0.122898017
Chile	1992	23	Female	0.857314149	0.081103267
Chile	1992	24	Female	0.799325464	0.055439666
Chile	2002	12	Female		
Chile	2002	13	Female		
Chile	2002	14	Female		
Chile	2002	15	Female	0.988101857	0.824782049
Chile	2002	16	Female	0.974825175	0.85453081
Chile	2002	17	Female	0.95166122	0.772991165
Chile	2002	18	Female	0.917378421	0.560272197
Chile	2002	19	Female	0.901495972	0.424387863
Chile	2002	20	Female	0.879359339	0.350283804
Chile	2002	21	Female	0.867595819	0.296640869
Chile	2002	22	Female	0.835895465	0.251768272
Chile	2002	23	Female	0.814995131	0.19928156
Chile	2002	24	Female	0.762228261	0.150186071
China	1982	12	Female		
China	1982	13	Female		
China	1982	14	Female		
China	1982	15	Female	0.99994609	0.33645309
China	1982	16	Female	0.999857524	0.225717754
China	1982	17	Female	0.999827328	0.145282135
China	1982	18	Female		0.080792487
China	1982	19	Female	0.9996633	0.043203771
China	1982	20	Female	0.999476166	0.024163028
China	1982	21	Female		0.015465552
China	1982	22	Female		0.007496102
China	1982	23	Female	0.990291262	0.00446145
China	1982	24	Female	0.972762646	0.002757097
China	1990	12	Female		
China	1990	13	Female		
China	1990	14	Female		
China	1990	15	Female	0.999598496	0.496129225
China	1990	16	Female	0.999600489	0.356262559
China	1990	17	Female	0.999420744	0.235887956
China	1990	18	Female	0.999200469	0.151724194
China	1990	19	Female	0.999449902	0.096098659
China	1990	20	Female	0.998779595	0.06084277
China	1990	21	Female	0.998000727	0.039285128
China	1990	22	Female	0.997352496	0.021033539
China	1990	23	Female	0.984799131	0.007889462
China	1990	24	Female	0.945895522	0.004171109
Colombia	1973	12	Female		0.730134244
Colombia	1973	13	Female		0.689544103
Colombia	1973	14	Female		0.60458298
Colombia	1973	15	Female	0.996768033	0.509852963
Colombia	1973	16	Female	0.994601184	0.436547614
Colombia	1973	17	Female	0.983488132	0.361122457
Colombia	1973	18	Female	0.964028777	0.276876386
Colombia	1973	19	Female	0.937170805	0.221870504
Colombia	1973	20	Female	0.890950226	0.165457378
Colombia	1973	21	Female	0.869934641	0.138271183
Colombia	1973	22	Female	0.783703704	0.106668725
Colombia	1973	23	Female	0.670018282	0.082200376
Colombia	1973	24	Female	0.623556582	0.075033689
Colombia	1985	12	Female		0.83197905
Colombia	1985	13	Female		0.785807843
Colombia	1985	14	Female		0.702277909
Colombia	1985	15	Female	0.997107764	0.633978497
Colombia	1985	16	Female	0.992685686	0.568474843
Colombia	1985	17	Female	0.985494293	0.494494156
Colombia	1985	18	Female	0.963595003	0.409035978
Colombia	1985	19	Female	0.944165379	0.339772776
Colombia	1985	20	Female	0.866015752	0.27444942
					
Colombia	1985	21	Female	0.839345203	0.247557102
Colombia	1985	22	Female	0.778099086	0.197240502
					
Colombia	1985	23	Female	0.708047497	0.161599574
					
Colombia	1985	24	Female	0.629635751	0.139451407
				0.55	
Colombia	1990	12	Female	0.593348646	0.810312391
Colombia	1990	13	Female	0.570597812	0.745198858
Colombia	1990	14	Female	0.600749776	0.724762687
Colombia	1990	15	Female	0.730962439	0.625400448
Colombia	1990	16	Female	0.707733372	0.578151596
Colombia	1990	17	Female	0.65568179	0.483509443
Colombia	1990	18	Female	0.641374995	0.398026229
Colombia	1990	19	Female	0.708161904	0.359484533
Colombia	1990	20	Female	0.663213132	0.262756088
Colombia	1990	21	Female	0.667555929	0.218641905
Colombia	1990	22	Female	0.516219018	0.213929245
Colombia	1990	23	Female	0.503847134	0.148775483
Colombia	1990	24	Female	0.4606114	0.128799897
Colombia	1993	12	Female	0.996954877	0.861861464
Colombia	1993	13	Female	0.9972431	0.810755435
Colombia	1993	14	Female	0.996458176	0.737837086
Colombia	1993	15	Female	0.993686109	0.671647819
Colombia	1993	16	Female	0.977252758	0.612249797
Colombia	1993	17	Female	0.948404314	0.535038347
Colombia	1993	18	Female	0.916436983	0.442934071
Colombia	1993	19	Female	0.858207746	0.380393996
Colombia	1993	20	Female	0.810122102	0.305303305
Colombia	1993	21	Female	0.749671485	0.277634234
Colombia	1993	22	Female	0.687120701	0.225824193
Colombia	1993	23	Female	0.622522958	0.184906527
Colombia	1993	24	Female	0.544825598	0.163014464
Colombia	1995	12	Female		0.876647295
Colombia	1995	13	Female		0.831769006
Colombia	1995	14	Female		0.773708407
Colombia	1995	15	Female	0.994664726	0.684418687
Colombia	1995	16	Female	0.984149922	0.65414371
Colombia	1995	17	Female	0.987733716	0.535566509
Colombia	1995	18	Female	0.95027596	0.450655176
Colombia	1995	19	Female	0.908644096	0.374388805
Colombia	1995	20	Female	0.868580985	0.290934185
Colombia	1995	21	Female	0.876233667	0.271340324
Colombia	1995	22	Female	0.7512158	0.205335897
Colombia	1995	23	Female	0.727915162	0.189816736
Colombia	1995	24	Female	0.64353528	0.141803248
Colombia	2000	12	Female	0.628050474	0.898927242
Colombia	2000	13	Female	0.605153957	0.846847463
Colombia	2000	14	Female	0.471423472	0.806544895
Colombia	2000	15	Female	0.997636245	0.722335346
Colombia	2000	16	Female	0.97782381	0.637355215
Colombia	2000	17	Female	0.937415667	0.482272986
Colombia	2000	18	Female	0.937438822	0.400493274
Colombia	2000	19	Female	0.903500225	0.323037636
Colombia	2000	20	Female	0.851656473	0.268411181
Colombia	2000	21	Female	0.87721539	0.290382786
Colombia	2000	22	Female	0.874381357	0.22678274
Colombia	2000	23	Female	0.699350611	0.174612093
Colombia	2000	24	Female	0.65359676	0.159743765
Colombia	2005	12	Female	0.999852216	0.913835311
Colombia	2005	13	Female	0.999568039	0.882159372
Colombia	2005	14	Female	0.998728286	0.846940589
Colombia	2005	15	Female	0.992968804	0.798719211
Colombia	2005	16	Female	0.982010949	0.718619916
Colombia	2005	17	Female	0.956660534	0.586050535
Colombia	2005	18	Female	0.936478146	0.46262007
Colombia	2005	19	Female	0.909526547	0.379072291
Colombia	2005	20	Female	0.864706438	0.308700566
Colombia	2005	21	Female	0.832076641	0.285925071
Colombia	2005	22	Female	0.798903105	0.234206479
Colombia	2005	23	Female	0.750392493	0.2117809
Colombia	2005	24	Female	0.687021659	0.174968945
Comoros	1996	12	Female		0.676399027
Comoros	1996	13	Female		0.667532468
Comoros	1996	14	Female		0.688705234
Comoros	1996	15	Female		0.614958449
Comoros	1996	16	Female		0.603932584
Comoros	1996	17	Female	0.985714286	0.519230769
Comoros	1996	18	Female		0.459317585
Comoros	1996	19	Female		0.444444444
Comoros	1996	20	Female	0.9375	0.36627907
Comoros	1996	21	Female	0.92	0.294930876
Comoros	1996	22	Female	0.913043478	0.258928571
Comoros	1996	23	Female	0.8	0.219512195
Comoros	1996	24	Female	0.75	0.21686747
Congo (Brazzaville)	2005	12	Female	0.575644473	0.926238094
Congo (Brazzaville)	2005	13	Female	0.480547527	0.900938952
Congo (Brazzaville)	2005	14	Female	0.494785587	0.8733315
Congo (Brazzaville)	2005	15	Female	0.883914407	0.820650481
Congo (Brazzaville)	2005	16	Female	0.865875849	0.738125864
Congo (Brazzaville)	2005	17	Female	0.810516995	0.677817677
Congo (Brazzaville)	2005	18	Female	0.785756203	0.524989838
Congo (Brazzaville)	2005	19	Female	0.627890986	0.48246503
Congo (Brazzaville)	2005	20	Female	0.717944807	0.340478525
Congo (Brazzaville)	2005	21	Female	0.524035266	0.299695164
Congo (Brazzaville)	2005	22	Female	0.538215302	0.30994702
Congo (Brazzaville)	2005	23	Female	0.546539727	0.197160271
Congo (Brazzaville)	2005	24	Female	0.285569907	0.137255609
Costa Rica	1973	12	Female		0.874955595
Costa Rica	1973	13	Female		0.722012103
Costa Rica	1973	14	Female		0.584158416
Costa Rica	1973	15	Female	0.99828031	0.477654777
Costa Rica	1973	16	Female	0.989878543	0.429439861
Costa Rica	1973	17	Female	0.981242673	0.388256714
Costa Rica	1973	18	Female	0.964432285	0.318695652
Costa Rica	1973	19	Female	0.948717949	0.2704
Costa Rica	1973	20	Female	0.900232019	0.215284715
Costa Rica	1973	21	Female	0.880434783	0.18640646
Costa Rica	1973	22	Female	0.819607843	0.144382022
Costa Rica	1973	23	Female	0.71627907	0.12572759
Costa Rica	1973	24	Female	0.670967742	0.103887399
Costa Rica	1984	12	Female		0.816249051
Costa Rica	1984	13	Female		0.653762663
Costa Rica	1984	14	Female		0.508518519
Costa Rica	1984	15	Female		0.461024499
Costa Rica	1984	16	Female	0.987854251	0.446348733
Costa Rica	1984	17	Female	0.974504249	0.383410466
Costa Rica	1984	18	Female	0.957166392	0.316312057
Costa Rica	1984	19	Female	0.919917864	0.269288956
Costa Rica	1984	20	Female	0.829166667	0.244811819
Costa Rica	1984	21	Female	0.809384164	0.194198227
Costa Rica	1984	22	Female	0.8	0.172349194
Costa Rica	1984	23	Female	0.653710247	0.139019964
Costa Rica	1984	24	Female	0.566666667	0.124439004
Costa Rica	2000	12	Female		0.936633663
Costa Rica	2000	13	Female	0.999600958	0.856967314
Costa Rica	2000	14	Female	0.997482165	0.778467415
Costa Rica	2000	15	Female	0.991360691	0.710787711
Costa Rica	2000	16	Female	0.977334053	0.650519031
Costa Rica	2000	17	Female	0.964182553	0.580314961
Costa Rica	2000	18	Female	0.935124509	0.502108593
Costa Rica	2000	19	Female	0.8933039	0.440696409
Costa Rica	2000	20	Female	0.852003271	0.398481973
Costa Rica	2000	21	Female	0.782813975	0.37296966
Costa Rica	2000	22	Female	0.741728922	0.308302635
Costa Rica	2000	23	Female	0.678073511	0.264317181
Costa Rica	2000	24	Female	0.647335423	0.231319038
Cote Ivoire	1994	12	Female	0.399339522	0.498277009
Cote Ivoire	1994	13	Female	0.387736636	0.507733511
Cote Ivoire	1994	14	Female	0.73051347	0.492463465
Cote Ivoire	1994	15	Female	0.892879804	0.37193725
Cote Ivoire	1994	16	Female	0.869612602	0.316591738
Cote Ivoire	1994	17	Female	0.847330683	0.283700896
Cote Ivoire	1994	18	Female	0.833664069	0.212556251
Cote Ivoire	1994	19	Female	0.804297822	0.206143798
Cote Ivoire	1994	20	Female	0.731072828	0.158353961
Cote Ivoire	1994	21	Female	0.683861622	0.16246216
Cote Ivoire	1994	22	Female	0.458137276	0.121726759
Cote Ivoire	1994	23	Female	0.565586759	0.096541769
Cote Ivoire	1994	24	Female	0.786445325	0.072524809
Cote Ivoire	1998	12	Female	0.167463516	0.548221091
Cote Ivoire	1998	13	Female	0.404789352	0.544560286
Cote Ivoire	1998	14	Female	0.273759418	0.527344199
Cote Ivoire	1998	15	Female	0.916365376	0.268209383
Cote Ivoire	1998	16	Female	0.938423624	0.270498095
Cote Ivoire	1998	17	Female	0.82809342	0.229400039
Cote Ivoire	1998	18	Female	0.905395415	0.20426137
Cote Ivoire	1998	19	Female	0.795711136	0.19016182
Cote Ivoire	1998	20	Female	0.771949366	0.116294139
Cote Ivoire	1998	21	Female	0.690215131	0.170228295
Cote Ivoire	1998	22	Female	0.612708206	0.091071057
Cote Ivoire	1998	23	Female	0.589692337	0.104961099
Cote Ivoire	1998	24	Female	0.616721696	0.072213574
Cuba	2002	12	Female		
Cuba	2002	13	Female		
Cuba	2002	14	Female		
Cuba	2002	15	Female		0.876208651
Cuba	2002	16	Female		0.789074355
Cuba	2002	17	Female		0.676928693
Cuba	2002	18	Female		0.547280223
Cuba	2002	19	Female		0.400520833
Cuba	2002	20	Female		0.331974967
Cuba	2002	21	Female		0.263985731
Cuba	2002	22	Female		0.177465688
Cuba	2002	23	Female		0.118445404
Cuba	2002	24	Female		0.089269337
Dominican Republic	1991	12	Female	0.581875168	0.874072816
Dominican Republic	1991	13	Female	0.589010714	0.888396538
Dominican Republic	1991	14	Female	0.564022219	0.823158286
Dominican Republic	1991	15	Female	0.595223362	0.775365558
Dominican Republic	1991	16	Female	0.597517149	0.647586702
Dominican Republic	1991	17	Female	0.654346126	0.605312637
Dominican Republic	1991	18	Female	0.563178801	0.445356692
Dominican Republic	1991	19	Female	0.547920033	0.311737782
Dominican Republic	1991	20	Female	0.450153294	0.294131519
Dominican Republic	1991	21	Female	0.49692518	0.205954674
Dominican Republic	1991	22	Female	0.520232111	0.223222787
Dominican Republic	1991	23	Female	0.390056513	0.142727589
Dominican Republic	1991	24	Female	0.520658736	0.107238671
Dominican Republic	1996	12	Female		0.960147517
Dominican Republic	1996	13	Female		0.942380373
Dominican Republic	1996	14	Female		0.900218024
Dominican Republic	1996	15	Female		0.840256161
Dominican Republic	1996	16	Female	0.975545472	0.752658583
Dominican Republic	1996	17	Female	0.958517906	0.612050489
Dominican Republic	1996	18	Female	0.939535228	0.567041836
Dominican Republic	1996	19	Female	0.874977096	0.473488588
Dominican Republic	1996	20	Female	0.829245875	0.351419542
Dominican Republic	1996	21	Female	0.787591685	0.302615961
Dominican Republic	1996	22	Female	0.707563802	0.266596346
Dominican Republic	1996	23	Female	0.736184775	0.190116695
Dominican Republic	1996	24	Female	0.615115039	0.150332857
Dominican Republic	1999	12	Female		0.978139595
Dominican Republic	1999	13	Female		0.961240849
Dominican Republic	1999	14	Female		0.911345704
Dominican Republic	1999	15	Female	0.965542769	0.892056214
Dominican Republic	1999	16	Female	0.966635308	0.870532478
Dominican Republic	1999	17	Female		0.686653419
Dominican Republic	1999	18	Female	0.900677832	0.605937289
Dominican Republic	1999	19	Female	0.866896682	0.576755211
Dominican Republic	1999	20	Female	0.77814929	0.446105442
Dominican Republic	1999	21	Female	0.7063132	0.450064917
Dominican Republic	1999	22	Female	0.478814762	0.27384702
Dominican Republic	1999	23	Female	0.662899732	0.303976423
Dominican Republic	1999	24	Female	0.576675137	0.267193299
Dominican Republic	2002	12	Female		0.967986842
Dominican Republic	2002	13	Female		0.956018873
Dominican Republic	2002	14	Female		0.933900931
Dominican Republic	2002	15	Female	0.980062473	0.909617111
Dominican Republic	2002	16	Female	0.961333108	0.861722973
Dominican Republic	2002	17	Female	0.900522826	0.788477791
Dominican Republic	2002	18	Female	0.873809166	0.709784817
Dominican Republic	2002	19	Female	0.804653556	0.599568399
Dominican Republic	2002	20	Female	0.739169324	0.497290225
Dominican Republic	2002	21	Female	0.690155574	0.465543937
Dominican Republic	2002	22	Female	0.633835701	0.383589095
Dominican Republic	2002	23	Female	0.652760799	0.325521002
Dominican Republic	2002	24	Female	0.446403671	0.258365616
Dominican Republic	2007	12	Female		0.958940393
Dominican Republic	2007	13	Female		0.953007821
Dominican Republic	2007	14	Female		0.938124898
Dominican Republic	2007	15	Female	0.993497117	0.909232273
Dominican Republic	2007	16	Female	0.983441996	0.84768495
Dominican Republic	2007	17	Female	0.928251567	0.767086915
Dominican Republic	2007	18	Female	0.858793	0.643746076
Dominican Republic	2007	19	Female	0.87611035	0.532144364
Dominican Republic	2007	20	Female	0.734211814	0.456935989
Dominican Republic	2007	21	Female	0.771561143	0.418651831
Dominican Republic	2007	22	Female	0.668006397	0.34909774
Dominican Republic	2007	23	Female	0.602043198	0.320067134
Dominican Republic	2007	24	Female	0.554837748	0.233324564
Ecuador	1974	12	Female		0.759382399
Ecuador	1974	13	Female		0.695146263
Ecuador	1974	14	Female		0.577962981
Ecuador	1974	15	Female	0.995961526	0.481295878
Ecuador	1974	16	Female	0.992839387	0.403743379
Ecuador	1974	17	Female	0.980396663	0.356834265
Ecuador	1974	18	Female	0.966108126	0.283836353
Ecuador	1974	19	Female	0.923573886	0.241996568
Ecuador	1974	20	Female	0.875351352	0.165909222
Ecuador	1974	21	Female	0.835139352	0.17543274
Ecuador	1974	22	Female	0.802090481	0.121695388
Ecuador	1974	23	Female	0.74695231	0.097367439
Ecuador	1974	24	Female	0.644833577	0.07270031
Ecuador	1982	12	Female		0.874520303
Ecuador	1982	13	Female		0.818821746
Ecuador	1982	14	Female		0.737519957
Ecuador	1982	15	Female	0.955309396	0.661800207
Ecuador	1982	16	Female	0.952916667	0.600022941
Ecuador	1982	17	Female	0.92284352	0.556317564
Ecuador	1982	18	Female	0.861276987	0.4754326
Ecuador	1982	19	Female	0.78286385	0.430513396
Ecuador	1982	20	Female	0.696740396	0.350188766
Ecuador	1982	21	Female	0.638022814	0.334523278
Ecuador	1982	22	Female	0.548076923	0.264907355
Ecuador	1982	23	Female	0.452910959	0.245270085
Ecuador	1982	24	Female	0.4115421	0.22324967
Ecuador	1990	12	Female		0.854713314
Ecuador	1990	13	Female		0.783593138
Ecuador	1990	14	Female		0.697385452
Ecuador	1990	15	Female	0.992092948	0.609611184
Ecuador	1990	16	Female	0.988558352	0.58811001
Ecuador	1990	17	Female	0.972591697	0.528167678
Ecuador	1990	18	Female	0.947368421	0.44266739
Ecuador	1990	19	Female	0.902219556	0.399053967
Ecuador	1990	20	Female	0.860609832	0.315155247
Ecuador	1990	21	Female	0.824681239	0.302345786
Ecuador	1990	22	Female	0.737097486	0.254580619
Ecuador	1990	23	Female	0.688073394	0.22027439
Ecuador	1990	24	Female	0.620295699	0.183146449
Ecuador	2001	12	Female	0.998683749	0.857024793
Ecuador	2001	13	Female	0.997877677	0.796976905
Ecuador	2001	14	Female	0.996153435	0.72126481
Ecuador	2001	15	Female	0.992806633	0.659812033
Ecuador	2001	16	Female	0.981187612	0.606443119
Ecuador	2001	17	Female	0.966496394	0.539987049
Ecuador	2001	18	Female	0.935229675	0.429389313
Ecuador	2001	19	Female	0.903722426	0.377315594
Ecuador	2001	20	Female	0.85748156	0.314924906
Ecuador	2001	21	Female	0.803501358	0.29274806
Ecuador	2001	22	Female	0.758931668	0.247898817
Ecuador	2001	23	Female	0.680549771	0.210442906
Ecuador	2001	24	Female	0.595111583	0.184427368
Egypt	1992	12	Female		0.744735353
Egypt	1992	13	Female		0.719499645
Egypt	1992	14	Female		0.67694483
Egypt	1992	15	Female		0.669161026
Egypt	1992	16	Female		0.606416729
Egypt	1992	17	Female		0.591352427
Egypt	1992	18	Female		0.410626119
Egypt	1992	19	Female	0.445295531	0.292753447
Egypt	1992	20	Female	0.113829395	0.202126307
Egypt	1992	21	Female	0.204740408	0.171767334
Egypt	1992	22	Female	0.42333995	0.119514241
Egypt	1992	23	Female	0.482632217	0.075102176
Egypt	1992	24	Female	0.310096986	0.069422083
Egypt	1995	12	Female		0.774008353
Egypt	1995	13	Female		0.72766032
Egypt	1995	14	Female		0.697711122
Egypt	1995	15	Female		0.648801547
Egypt	1995	16	Female		0.580426577
Egypt	1995	17	Female	0.431174534	0.455499908
Egypt	1995	18	Female	0.921432072	0.380110186
Egypt	1995	19	Female	0.300368975	0.341824359
Egypt	1995	20	Female	0.834309138	0.228203223
Egypt	1995	21	Female	0.26850049	0.207224759
Egypt	1995	22	Female	0.633986506	0.10823408
Egypt	1995	23	Female		0.066871463
Egypt	1995	24	Female	0.590674207	0.075368835
Egypt	1996	12	Female		0.74536595
Egypt	1996	13	Female		0.732040234
Egypt	1996	14	Female		0.687866606
Egypt	1996	15	Female		0.637332632
Egypt	1996	16	Female		0.606551125
Egypt	1996	17	Female		0.474827686
Egypt	1996	18	Female		0.299906536
Egypt	1996	19	Female		0.278873013
Egypt	1996	20	Female		0.151401338
Egypt	1996	21	Female		0.174763022
Egypt	1996	22	Female		0.085020636
Egypt	1996	23	Female		0.046731476
Egypt	1996	24	Female		0.028538556
Egypt	2000	12	Female		0.853219649
Egypt	2000	13	Female		0.807153724
Egypt	2000	14	Female		0.777941327
Egypt	2000	15	Female		0.743177465
Egypt	2000	16	Female		0.688381324
Egypt	2000	17	Female		0.554051234
Egypt	2000	18	Female		0.433073738
Egypt	2000	19	Female	0.374288526	0.325586704
Egypt	2000	20	Female	0.497212963	0.230913387
Egypt	2000	21	Female	0.575682745	0.173789337
Egypt	2000	22	Female	0.41992348	0.142553334
Egypt	2000	23	Female	0.200803605	0.110507799
Egypt	2000	24	Female		0.066147386
Ethiopia	2000	12	Female		0.400997651
Ethiopia	2000	13	Female		0.428925133
Ethiopia	2000	14	Female		0.449004319
Ethiopia	2000	15	Female	0.991747676	0.38822315
Ethiopia	2000	16	Female	0.991694132	0.371025268
Ethiopia	2000	17	Female	0.977835784	0.343589564
Ethiopia	2000	18	Female	0.972748722	0.292334015
Ethiopia	2000	19	Female	0.955352827	0.275241255
Ethiopia	2000	20	Female	0.902112906	0.155445812
Ethiopia	2000	21	Female	0.933094173	0.156601527
Ethiopia	2000	22	Female	0.972705477	0.119827637
Ethiopia	2000	23	Female	0.840127451	0.105858825
Ethiopia	2000	24	Female	0.809754204	0.073665312
France	1962	12	Female		
France	1962	13	Female		
France	1962	14	Female		0.603135072
France	1962	15	Female		0.644094329
France	1962	16	Female		0.539321536
France	1962	17	Female		0.39608769
France	1962	18	Female		0.269749518
France	1962	19	Female		0.188101487
France	1962	20	Female		0.121568953
France	1962	21	Female		0.07336272
France	1962	22	Female		0.046472605
France	1962	23	Female		0.029164012
France	1962	24	Female		0.015085123
France	1968	12	Female		0.994906286
France	1968	13	Female		0.992568898
France	1968	14	Female		0.943967868
France	1968	15	Female		0.756417125
France	1968	16	Female		0.642892472
France	1968	17	Female		0.499976396
France	1968	18	Female		0.350255678
France	1968	19	Female		0.246075021
France	1968	20	Female		0.171833142
France	1968	21	Female		0.116020736
France	1968	22	Female		0.085147247
France	1968	23	Female		0.060168312
France	1968	24	Female		0.043866024
France	1975	12	Female		
France	1975	13	Female		
France	1975	14	Female		
France	1975	15	Female		
France	1975	16	Female		0.636408195
France	1975	17	Female		0.602792863
France	1975	18	Female		0.420416387
France	1975	19	Female		0.284207008
France	1975	20	Female		0.194492255
France	1975	21	Female		0.142178717
France	1975	22	Female		0.09982664
France	1975	23	Female		0.064768819
France	1975	24	Female		0.041697866
France	1982	12	Female		0.998224612
France	1982	13	Female		0.997487185
France	1982	14	Female		0.990588235
France	1982	15	Female		0.976154111
France	1982	16	Female		0.860718278
France	1982	17	Female		0.742177841
France	1982	18	Female		0.53962956
France	1982	19	Female		0.374654311
France	1982	20	Female		0.265871489
France	1982	21	Female		0.187539001
France	1982	22	Female		0.130948314
France	1982	23	Female		0.085566291
France	1982	24	Female		0.059412815
France	1990	12	Female		
France	1990	13	Female		
France	1990	14	Female		0.827971196
France	1990	15	Female		0.984448284
France	1990	16	Female		0.937363521
France	1990	17	Female		0.877130839
France	1990	18	Female		0.773850622
France	1990	19	Female		0.624362066
France	1990	20	Female		0.462010701
France	1990	21	Female		0.324040219
France	1990	22	Female		0.217478281
France	1990	23	Female		0.138297268
France	1990	24	Female		0.082047253
France	1999	12	Female		0.993314435
France	1999	13	Female		0.994934839
France	1999	14	Female		0.99571551
France	1999	15	Female		0.994514949
France	1999	16	Female		0.977397959
France	1999	17	Female		0.955433301
France	1999	18	Female		0.89411294
France	1999	19	Female		0.796768573
France	1999	20	Female		0.671008519
France	1999	21	Female		0.542142703
France	1999	22	Female		0.432893197
France	1999	23	Female		0.315948726
France	1999	24	Female		0.216893816
France	2006	12	Female		0.991054816
France	2006	13	Female		0.991699073
France	2006	14	Female		0.996224409
France	2006	15	Female		0.994114983
France	2006	16	Female		0.977222664
France	2006	17	Female		0.950559758
France	2006	18	Female		0.872777971
France	2006	19	Female		0.780262797
France	2006	20	Female		0.665957886
France	2006	21	Female		0.561609065
France	2006	22	Female		0.454833179
France	2006	23	Female		0.298881399
France	2006	24	Female		0.206280665
Gabon	2000	12	Female		0.966736039
Gabon	2000	13	Female		0.947091391
Gabon	2000	14	Female		0.917888127
Gabon	2000	15	Female	0.967251538	0.909847889
Gabon	2000	16	Female	0.884697971	0.816824493
Gabon	2000	17	Female	0.783827777	0.724009193
Gabon	2000	18	Female	0.762471025	0.657426075
Gabon	2000	19	Female	0.696474915	0.607011639
Gabon	2000	20	Female	0.479310122	0.481967074
Gabon	2000	21	Female	0.432164828	0.459868948
Gabon	2000	22	Female	0.460554605	0.393512602
Gabon	2000	23	Female	0.442169915	0.311796305
Gabon	2000	24	Female	0.361745097	0.292400675
Germany	1971	12	Female		
Germany	1971	13	Female		
Germany	1971	14	Female		
Germany	1971	15	Female		
Germany	1971	16	Female		
Germany	1971	17	Female		
Germany	1971	18	Female		
Germany	1971	19	Female		
Germany	1971	20	Female		
Germany	1971	21	Female		
Germany	1971	22	Female		
Germany	1971	23	Female		
Germany	1971	24	Female		
Germany	1981	12	Female		0.992850854
Germany	1981	13	Female		0.992321667
Germany	1981	14	Female	0.998225466	0.989563316
Germany	1981	15	Female	0.997598403	0.985370951
Germany	1981	16	Female	0.995754128	0.976373046
Germany	1981	17	Female	0.98616709	0.945896971
Germany	1981	18	Female	0.971219187	0.704794102
Germany	1981	19	Female	0.950288286	0.341292506
Germany	1981	20	Female	0.930597911	0.26101744
Germany	1981	21	Female	0.875833821	0.217995816
Germany	1981	22	Female	0.787704633	0.154620853
Germany	1981	23	Female	0.701661364	0.085677943
Germany	1981	24	Female	0.601973684	0.037644728
Germany	1987	12	Female		
Germany	1987	13	Female		
Germany	1987	14	Female		
Germany	1987	15	Female		0.966183048
Germany	1987	16	Female		0.854833837
Germany	1987	17	Female		0.607981328
Germany	1987	18	Female		0.402191375
Germany	1987	19	Female		0.288262305
Germany	1987	20	Female		0.212042838
Germany	1987	21	Female		0.184451059
Germany	1987	22	Female		0.176456559
Germany	1987	23	Female		0.163600637
Germany	1987	24	Female		0.151617559
Ghana	1993	12	Female		0.764607679
Ghana	1993	13	Female		0.789735099
Ghana	1993	14	Female		0.69137931
Ghana	1993	15	Female		0.620779221
Ghana	1993	16	Female		0.5
Ghana	1993	17	Female		0.407713499
Ghana	1993	18	Female	0.96875	0.307511737
Ghana	1993	19	Female	0.944444444	0.215434084
Ghana	1993	20	Female	0.933333333	0.128078818
Ghana	1993	21	Female	0.571428571	0.117154812
Ghana	1993	22	Female	0.7	0.087087087
Ghana	1993	23	Female	0.666666667	0.070707071
Ghana	1993	24	Female	0.333333333	0.061594203
Ghana	1998	12	Female		0.814972845
Ghana	1998	13	Female		0.801468391
Ghana	1998	14	Female		0.769121105
Ghana	1998	15	Female		0.674695582
Ghana	1998	16	Female		0.575007287
Ghana	1998	17	Female		0.409649901
