"country"	"YEAR"	"AGE"	"SEX"	"prop_childless_att"	"prop_childless"
"Cambodia"	"1998"	"20"	"Female"	"0.8575757576"	"0.6931188173"
"Cambodia"	"1998"	"21"	"Female"	"0.7830188679"	"0.5779573843"
"Cambodia"	"1998"	"22"	"Female"	"0.7493036212"	"0.5092605296"
"Cambodia"	"1998"	"23"	"Female"	"0.6377245509"	"0.4185400354"
"Cambodia"	"1998"	"24"	"Female"	"0.5862068966"	"0.3446227727"
"Kazakhstan"	"1999"	"15"	"Female"	"1"	"."
"Kazakhstan"	"1999"	"16"	"Female"	"0.9978020474"	"0.9952049143"
"Kazakhstan"	"1999"	"17"	"Female"	"1"	"0.9898055768"
"Kazakhstan"	"1999"	"18"	"Female"	"0.9805533861"	"0.9535238601"
"Kazakhstan"	"1999"	"19"	"Female"	"0.9040029335"	"0.8335844151"
"Kazakhstan"	"1999"	"20"	"Female"	"0.8151196793"	"0.7711103112"
"Kazakhstan"	"1999"	"21"	"Female"	"0.9387934746"	"0.6303215396"
"Kazakhstan"	"1999"	"22"	"Female"	"0.9389662094"	"0.5044311102"
"Kazakhstan"	"1999"	"23"	"Female"	"0.5898664904"	"0.3737038911"
"Kazakhstan"	"1999"	"24"	"Female"	"1"	"0.3134261319"
"Lesotho"	"2004"	"15"	"Female"	"1"	"0.989131325"
"Lesotho"	"2004"	"16"	"Female"	"0.9963988419"	"0.9483341197"
"Lesotho"	"2004"	"17"	"Female"	"0.9779971699"	"0.9213823737"
"Lesotho"	"2004"	"18"	"Female"	"0.9656643421"	"0.7521712349"
"Lesotho"	"2004"	"19"	"Female"	"0.892222497"	"0.6425190129"
"Lesotho"	"2004"	"20"	"Female"	"0.8835049234"	"0.5362656649"
"Lesotho"	"2004"	"21"	"Female"	"0.8893442692"	"0.401183237"
"Lesotho"	"2004"	"22"	"Female"	"0.7915128305"	"0.2853259253"
"Lesotho"	"2004"	"23"	"Female"	"0.942186828"	"0.3247055425"
"Lesotho"	"2004"	"24"	"Female"	"0.6073824903"	"0.2605829345"
"Morocco"	"2003"	"15"	"Female"	"1"	"0.9973797892"
"Morocco"	"2003"	"16"	"Female"	"0.996925167"	"0.9925202047"
"Morocco"	"2003"	"17"	"Female"	"0.9949591536"	"0.9603969769"
"Morocco"	"2003"	"18"	"Female"	"0.9928695884"	"0.9452994489"
"Morocco"	"2003"	"19"	"Female"	"0.9742143118"	"0.8642764067"
"Morocco"	"2003"	"20"	"Female"	"0.9821651253"	"0.8151859433"
"Morocco"	"2003"	"21"	"Female"	"0.9574165265"	"0.7760576543"
"Morocco"	"2003"	"22"	"Female"	"0.7659254145"	"0.6927964622"
"Morocco"	"2003"	"23"	"Female"	"0.6902842582"	"0.6258503158"
"Morocco"	"2003"	"24"	"Female"	"0.5957502793"	"0.5806539706"
"Madagascar"	"2003"	"15"	"Female"	"1"	"0.9402278366"
"Madagascar"	"2003"	"16"	"Female"	"1"	"0.8703504918"
"Madagascar"	"2003"	"17"	"Female"	"1"	"0.7712276471"
"Madagascar"	"2003"	"18"	"Female"	"0.980932839"	"0.5897898825"
"Madagascar"	"2003"	"19"	"Female"	"0.9962282969"	"0.5080827295"
"Madagascar"	"2003"	"20"	"Female"	"1"	"0.315851624"
"Madagascar"	"2003"	"21"	"Female"	"0.9540998155"	"0.3222603198"
"Madagascar"	"2003"	"22"	"Female"	"0.9979932748"	"0.2923370055"
"Madagascar"	"2003"	"23"	"Female"	"0.8942497663"	"0.118086467"
"Madagascar"	"2003"	"24"	"Female"	"0.7578541839"	"0.1449464049"
"Mali"	"1998"	"12"	"Female"	"1"	"."
"Mali"	"1998"	"13"	"Female"	"0.9943559097"	"0.9860863025"
"Mali"	"1998"	"14"	"Female"	"0.9947432268"	"0.9794054441"
"Mali"	"1998"	"15"	"Female"	"0.9862511457"	"0.9275274517"
"Mali"	"1998"	"16"	"Female"	"0.9773423148"	"0.859114016"
"Mali"	"1998"	"17"	"Female"	"0.9544715447"	"0.7394170357"
"Mali"	"1998"	"18"	"Female"	"0.924205379"	"0.6094330009"
"Mali"	"1998"	"19"	"Female"	"0.8856088561"	"0.5352071439"
"Mali"	"1998"	"20"	"Female"	"0.8319526627"	"0.3549822683"
"Mali"	"1998"	"21"	"Female"	"0.8223938224"	"0.3413140312"
"Mali"	"1998"	"22"	"Female"	"0.7735507246"	"0.2617643658"
"Mali"	"1998"	"23"	"Female"	"0.7392290249"	"0.2396454747"
"Mali"	"1998"	"24"	"Female"	"0.7306501548"	"0.2300405954"
"Mongolia"	"2000"	"12"	"Female"	"1"	"."
"Mongolia"	"2000"	"13"	"Female"	"1"	"."
"Mongolia"	"2000"	"14"	"Female"	"1"	"."
"Mongolia"	"2000"	"15"	"Female"	"0.9946855624"	"0.9929527837"
"Mongolia"	"2000"	"16"	"Female"	"0.9888765295"	"0.9834462002"
"Mongolia"	"2000"	"17"	"Female"	"0.98203125"	"0.9633096219"
"Mongolia"	"2000"	"18"	"Female"	"0.9731958763"	"0.91462956"
"Mongolia"	"2000"	"19"	"Female"	"0.9551020408"	"0.8502070004"
"Mongolia"	"2000"	"20"	"Female"	"0.912364946"	"0.7418498863"
"Mongolia"	"2000"	"21"	"Female"	"0.8666666667"	"0.6490952006"
"Mongolia"	"2000"	"22"	"Female"	"0.7911832947"	"0.545855026"
"Mongolia"	"2000"	"23"	"Female"	"0.7663230241"	"0.4548467274"
"Mongolia"	"2000"	"24"	"Female"	"0.7073170732"	"0.3690165361"
"Malawi"	"2008"	"12"	"Female"	"0.997212266"	"0.9967617665"
"Malawi"	"2008"	"13"	"Female"	"0.996432096"	"0.9940809969"
"Malawi"	"2008"	"14"	"Female"	"0.9926886259"	"0.9891215347"
"Malawi"	"2008"	"15"	"Female"	"0.9767824497"	"0.9580758203"
"Malawi"	"2008"	"16"	"Female"	"0.9615162371"	"0.903671341"
"Malawi"	"2008"	"17"	"Female"	"0.907000511"	"0.7965834646"
"Malawi"	"2008"	"18"	"Female"	"0.8612141323"	"0.6523684935"
"Malawi"	"2008"	"19"	"Female"	"0.7832061069"	"0.5004432267"
"Malawi"	"2008"	"20"	"Female"	"0.7887323944"	"0.3339169585"
"Malawi"	"2008"	"21"	"Female"	"0.7516014235"	"0.2554082876"
"Malawi"	"2008"	"22"	"Female"	"0.7037037037"	"0.1899198009"
"Malawi"	"2008"	"23"	"Female"	"0.6612641815"	"0.1569058262"
"Malawi"	"2008"	"24"	"Female"	"0.6"	"0.1301947325"
"Mexico"	"2000"	"12"	"Female"	"0.9998629815"	"0.9996572315"
"Mexico"	"2000"	"13"	"Female"	"0.9998327981"	"0.9995101395"
"Mexico"	"2000"	"14"	"Female"	"0.9995616373"	"0.9953532038"
"Mexico"	"2000"	"15"	"Female"	"0.9989533347"	"0.9819973873"
"Mexico"	"2000"	"16"	"Female"	"0.9965105636"	"0.9504712479"
"Mexico"	"2000"	"17"	"Female"	"0.9902082602"	"0.8898593971"
"Mexico"	"2000"	"18"	"Female"	"0.9780205787"	"0.8119918611"
"Mexico"	"2000"	"19"	"Female"	"0.9633710418"	"0.7301436074"
"Mexico"	"2000"	"20"	"Female"	"0.9382368748"	"0.6388074772"
"Mexico"	"2000"	"21"	"Female"	"0.9193065676"	"0.5785970977"
"Mexico"	"2000"	"22"	"Female"	"0.886564654"	"0.5086362374"
"Mexico"	"2000"	"23"	"Female"	"0.8369334324"	"0.4352235835"
"Mexico"	"2000"	"24"	"Female"	"0.7802276629"	"0.3842802208"
"Malaysia"	"2000"	"12"	"Female"	"1"	"0.9993661525"
"Malaysia"	"2000"	"13"	"Female"	"0.9995420197"	"0.9982769761"
"Malaysia"	"2000"	"14"	"Female"	"0.9993063584"	"0.9976545842"
"Malaysia"	"2000"	"15"	"Female"	"0.9985981308"	"0.9962192817"
"Malaysia"	"2000"	"16"	"Female"	"0.9962172386"	"0.9887044721"
"Malaysia"	"2000"	"17"	"Female"	"0.9922103213"	"0.9778782112"
"Malaysia"	"2000"	"18"	"Female"	"0.9955406912"	"0.9574898785"
"Malaysia"	"2000"	"19"	"Female"	"0.9840425532"	"0.9255431902"
"Malaysia"	"2000"	"20"	"Female"	"0.9919354839"	"0.8830238727"
"Malaysia"	"2000"	"21"	"Female"	"0.9905511811"	"0.8306544202"
"Malaysia"	"2000"	"22"	"Female"	"0.9889624724"	"0.7765314927"
"Malaysia"	"2000"	"23"	"Female"	"0.9807073955"	"0.7056101793"
"Malaysia"	"2000"	"24"	"Female"	"0.9492753623"	"0.6279795687"
"Mozambique"	"2003"	"15"	"Female"	"0.9853624207"	"0.9399783135"
"Mozambique"	"2003"	"16"	"Female"	"0.977300762"	"0.8496221098"
"Mozambique"	"2003"	"17"	"Female"	"0.9333173044"	"0.7083718744"
"Mozambique"	"2003"	"18"	"Female"	"0.7933430072"	"0.4916793117"
"Mozambique"	"2003"	"19"	"Female"	"0.7587628914"	"0.3396429863"
"Mozambique"	"2003"	"20"	"Female"	"0.5661759358"	"0.2291328482"
"Mozambique"	"2003"	"21"	"Female"	"0.5426440706"	"0.2029044814"
"Mozambique"	"2003"	"22"	"Female"	"0.3692006381"	"0.1810632256"
"Mozambique"	"2003"	"23"	"Female"	"0.4779977952"	"0.1483174697"
"Mozambique"	"2003"	"24"	"Female"	"0.3789620088"	"0.1147129528"
"Namibia"	"2000"	"15"	"Female"	"1"	"0.9952900787"
"Namibia"	"2000"	"16"	"Female"	"0.9966356857"	"0.9518636444"
"Namibia"	"2000"	"17"	"Female"	"0.9570477965"	"0.8825256054"
"Namibia"	"2000"	"18"	"Female"	"0.9163196829"	"0.7621542103"
"Namibia"	"2000"	"19"	"Female"	"0.9555505161"	"0.6364673336"
"Namibia"	"2000"	"20"	"Female"	"0.8504702037"	"0.5457531598"
"Namibia"	"2000"	"21"	"Female"	"0.6772852483"	"0.4769734128"
"Namibia"	"2000"	"22"	"Female"	"0.6706830285"	"0.3772614687"
"Namibia"	"2000"	"23"	"Female"	"0.5669633572"	"0.3945433388"
"Namibia"	"2000"	"24"	"Female"	"0.6228858475"	"0.2175914177"
"Niger"	"2006"	"15"	"Female"	"0.9970692032"	"0.9635680522"
"Niger"	"2006"	"16"	"Female"	"1"	"0.8168556541"
"Niger"	"2006"	"17"	"Female"	"0.9966244926"	"0.6697756599"
"Niger"	"2006"	"18"	"Female"	"0.9337528211"	"0.4714935971"
"Niger"	"2006"	"19"	"Female"	"0.9707856494"	"0.3948794873"
"Niger"	"2006"	"20"	"Female"	"0.9236934415"	"0.2480178191"
"Niger"	"2006"	"21"	"Female"	"0.9810383009"	"0.2319270264"
"Niger"	"2006"	"22"	"Female"	"0.920098661"	"0.1462299156"
"Niger"	"2006"	"23"	"Female"	"1"	"0.1228721097"
"Niger"	"2006"	"24"	"Female"	"0.8417344612"	"0.1053469342"
"Nigeria"	"2003"	"15"	"Female"	"0.9970683864"	"0.9580747029"
"Nigeria"	"2003"	"16"	"Female"	"1"	"0.9031309102"
"Nigeria"	"2003"	"17"	"Female"	"0.9846037708"	"0.7171299655"
"Nigeria"	"2003"	"18"	"Female"	"0.965244309"	"0.7062698429"
"Nigeria"	"2003"	"19"	"Female"	"0.9013891925"	"0.6560616635"
"Nigeria"	"2003"	"20"	"Female"	"0.9090407082"	"0.419650495"
"Nigeria"	"2003"	"21"	"Female"	"0.8734383801"	"0.5213167744"
"Nigeria"	"2003"	"22"	"Female"	"0.8890904735"	"0.4229991423"
"Nigeria"	"2003"	"23"	"Female"	"0.6631098775"	"0.3514809419"
"Nigeria"	"2003"	"24"	"Female"	"0.5477939367"	"0.3184233796"
"Nicaragua"	"2001"	"15"	"Female"	"0.9888216769"	"0.9543162115"
"Nicaragua"	"2001"	"16"	"Female"	"0.9774916584"	"0.9205334023"
"Nicaragua"	"2001"	"17"	"Female"	"0.9651109144"	"0.7977289216"
"Nicaragua"	"2001"	"18"	"Female"	"0.9488708246"	"0.6932634511"
"Nicaragua"	"2001"	"19"	"Female"	"0.9107365907"	"0.5680346815"
"Nicaragua"	"2001"	"20"	"Female"	"0.8124658384"	"0.4678934033"
"Nicaragua"	"2001"	"21"	"Female"	"0.8476353732"	"0.4328421952"
"Nicaragua"	"2001"	"22"	"Female"	"0.7312005047"	"0.3551757511"
"Nicaragua"	"2001"	"23"	"Female"	"0.6037921477"	"0.2857980313"
"Nicaragua"	"2001"	"24"	"Female"	"0.3427529758"	"0.2156268818"
"Panama"	"2000"	"12"	"Female"	"1"	"0.9992337165"
"Panama"	"2000"	"13"	"Female"	"0.9982661465"	"0.993359375"
"Panama"	"2000"	"14"	"Female"	"0.997820401"	"0.9814949202"
"Panama"	"2000"	"15"	"Female"	"0.9931640625"	"0.9569160998"
"Panama"	"2000"	"16"	"Female"	"0.9812568908"	"0.908770556"
"Panama"	"2000"	"17"	"Female"	"0.9597839136"	"0.8387590961"
"Panama"	"2000"	"18"	"Female"	"0.9431438127"	"0.7427435388"
"Panama"	"2000"	"19"	"Female"	"0.8826868496"	"0.6541176471"
"Panama"	"2000"	"20"	"Female"	"0.8514739229"	"0.5691024623"
"Panama"	"2000"	"21"	"Female"	"0.8139825218"	"0.4993793959"
"Panama"	"2000"	"22"	"Female"	"0.7430249633"	"0.4334160463"
"Panama"	"2000"	"23"	"Female"	"0.7324840764"	"0.3949790795"
"Panama"	"2000"	"24"	"Female"	"0.6445672192"	"0.3634095634"
"Peru"	"2007"	"12"	"Female"	"0.9981055387"	"0.9959582574"
"Peru"	"2007"	"13"	"Female"	"0.9979411545"	"0.9955075109"
"Peru"	"2007"	"14"	"Female"	"0.9959760865"	"0.9917195025"
"Peru"	"2007"	"15"	"Female"	"0.9939826701"	"0.9794729542"
"Peru"	"2007"	"16"	"Female"	"0.9878165771"	"0.9481198702"
"Peru"	"2007"	"17"	"Female"	"0.9769777412"	"0.8945367989"
"Peru"	"2007"	"18"	"Female"	"0.9636109167"	"0.8294882393"
"Peru"	"2007"	"19"	"Female"	"0.9438968293"	"0.7535664444"
"Peru"	"2007"	"20"	"Female"	"0.9169253928"	"0.6674756389"
"Peru"	"2007"	"21"	"Female"	"0.88277332"	"0.5954143991"
"Peru"	"2007"	"22"	"Female"	"0.7256572541"	"0.3640387858"
"Peru"	"2007"	"23"	"Female"	"0.6660909614"	"0.308527693"
"Peru"	"2007"	"24"	"Female"	"0.5946299935"	"0.2699112851"
"Philipines"	"2000"	"12"	"Female"	"0.9986174284"	"0.9960954965"
"Philipines"	"2000"	"13"	"Female"	"0.998120311"	"0.9959762484"
"Philipines"	"2000"	"14"	"Female"	"0.9983686239"	"0.9955959423"
"Philipines"	"2000"	"15"	"Female"	"0.9957736297"	"0.9910196887"
"Philipines"	"2000"	"16"	"Female"	"0.9901897151"	"0.9799504901"
"Philipines"	"2000"	"17"	"Female"	"0.9817291942"	"0.9573596963"
"Philipines"	"2000"	"18"	"Female"	"0.9683226231"	"0.9224061443"
"Philipines"	"2000"	"19"	"Female"	"0.9438493954"	"0.8640731552"
"Philipines"	"2000"	"20"	"Female"	"0.9030084742"	"0.7916866924"
"Philipines"	"2000"	"21"	"Female"	"0.8541927203"	"0.7277755157"
"Philipines"	"2000"	"22"	"Female"	"0.7806892744"	"0.6474428431"
"Philipines"	"2000"	"23"	"Female"	"0.7049754542"	"0.5766289762"
"Philipines"	"2000"	"24"	"Female"	"0.6221474166"	"0.5144345608"
"Puerto Rico"	"2000"	"12"	"Female"	"1"	"."
"Puerto Rico"	"2000"	"13"	"Female"	"1"	"."
"Puerto Rico"	"2000"	"14"	"Female"	"1"	"."
"Puerto Rico"	"2000"	"15"	"Female"	"0.9872503951"	"0.9843613946"
"Puerto Rico"	"2000"	"16"	"Female"	"0.9626540086"	"0.9482262076"
"Puerto Rico"	"2000"	"17"	"Female"	"0.931630527"	"0.9040366095"
"Puerto Rico"	"2000"	"18"	"Female"	"0.9332922372"	"0.8627898267"
"Puerto Rico"	"2000"	"19"	"Female"	"0.9035866386"	"0.7808507879"
"Puerto Rico"	"2000"	"20"	"Female"	"0.8867882438"	"0.7175787938"
"Puerto Rico"	"2000"	"21"	"Female"	"0.8440145103"	"0.6657313337"
"Puerto Rico"	"2000"	"22"	"Female"	"0.8028022418"	"0.6041122821"
"Puerto Rico"	"2000"	"23"	"Female"	"0.7706928839"	"0.535902598"
"Puerto Rico"	"2000"	"24"	"Female"	"0.6913934961"	"0.5024190297"
"Portugal"	"2001"	"12"	"Female"	"1"	"."
"Portugal"	"2001"	"13"	"Female"	"1"	"."
"Portugal"	"2001"	"14"	"Female"	"1"	"0.9993270525"
"Portugal"	"2001"	"15"	"Female"	"0.9973900075"	"0.9951823813"
"Portugal"	"2001"	"16"	"Female"	"0.9970014993"	"0.9909233177"
"Portugal"	"2001"	"17"	"Female"	"0.9953667954"	"0.9756383915"
"Portugal"	"2001"	"18"	"Female"	"0.9924114671"	"0.9646017699"
"Portugal"	"2001"	"19"	"Female"	"0.9926873857"	"0.9359113034"
"Portugal"	"2001"	"20"	"Female"	"0.9856222112"	"0.9126389248"
"Portugal"	"2001"	"21"	"Female"	"0.9832466782"	"0.8714555766"
"Portugal"	"2001"	"22"	"Female"	"0.9705497382"	"0.8342022941"
"Portugal"	"2001"	"23"	"Female"	"0.9683069224"	"0.7943717601"
"Portugal"	"2001"	"24"	"Female"	"0.9451754386"	"0.7453128804"
"Romania"	"2002"	"12"	"Female"	"1"	"."
"Romania"	"2002"	"13"	"Female"	"1"	"0.9999400982"
"Romania"	"2002"	"14"	"Female"	"0.9990121018"	"0.9977845149"
"Romania"	"2002"	"15"	"Female"	"0.9989597059"	"0.994368368"
"Romania"	"2002"	"16"	"Female"	"0.9978441393"	"0.9818331957"
"Romania"	"2002"	"17"	"Female"	"0.9976744186"	"0.9622421931"
"Romania"	"2002"	"18"	"Female"	"0.9959025989"	"0.9312709966"
"Romania"	"2002"	"19"	"Female"	"0.99393531"	"0.875569152"
"Romania"	"2002"	"20"	"Female"	"0.9888747036"	"0.8259122645"
"Romania"	"2002"	"21"	"Female"	"0.9827517048"	"0.7704989424"
"Romania"	"2002"	"22"	"Female"	"0.972386059"	"0.6883287466"
"Romania"	"2002"	"23"	"Female"	"0.9604974396"	"0.6343462137"
"Romania"	"2002"	"24"	"Female"	"0.933068633"	"0.5593400745"
"Rwanda"	"2002"	"12"	"Female"	"1"	"."
"Rwanda"	"2002"	"13"	"Female"	"0.9991699867"	"0.9985497546"
"Rwanda"	"2002"	"14"	"Female"	"0.9972696246"	"0.9959417995"
"Rwanda"	"2002"	"15"	"Female"	"0.9982843663"	"0.9923694381"
"Rwanda"	"2002"	"16"	"Female"	"0.9947513812"	"0.9837859345"
"Rwanda"	"2002"	"17"	"Female"	"0.9946568023"	"0.9587324231"
"Rwanda"	"2002"	"18"	"Female"	"0.9841008772"	"0.9145170966"
"Rwanda"	"2002"	"19"	"Female"	"0.9692307692"	"0.8310319384"
"Rwanda"	"2002"	"20"	"Female"	"0.9472817133"	"0.7236027895"
"Rwanda"	"2002"	"21"	"Female"	"0.9029649596"	"0.605414676"
"Rwanda"	"2002"	"22"	"Female"	"0.9052132701"	"0.4803017603"
"Rwanda"	"2002"	"23"	"Female"	"0.8224299065"	"0.3855320342"
"Rwanda"	"2002"	"24"	"Female"	"0.7567567568"	"0.3077566964"
"Slovenia"	"2002"	"17"	"Female"	"1"	"0.9980796089"
"Slovenia"	"2002"	"22"	"Female"	"0.9673552665"	"0.8957360722"
"Sierra Leone"	"2004"	"12"	"Female"	"1"	"0.9969692136"
"Sierra Leone"	"2004"	"13"	"Female"	"0.9988879622"	"0.9932831264"
"Sierra Leone"	"2004"	"14"	"Female"	"0.9988502443"	"0.9888401754"
"Sierra Leone"	"2004"	"15"	"Female"	"0.9961170075"	"0.9438513246"
"Sierra Leone"	"2004"	"16"	"Female"	"0.9969230769"	"0.921731526"
"Sierra Leone"	"2004"	"17"	"Female"	"0.990990991"	"0.8679002827"
"Sierra Leone"	"2004"	"18"	"Female"	"0.9836932569"	"0.7935555866"
"Sierra Leone"	"2004"	"19"	"Female"	"0.9779591837"	"0.742176553"
"Sierra Leone"	"2004"	"20"	"Female"	"0.9236334405"	"0.4461891117"
"Sierra Leone"	"2004"	"21"	"Female"	"0.9321428571"	"0.4477886978"
"Sierra Leone"	"2004"	"22"	"Female"	"0.9026086957"	"0.3747530187"
"Sierra Leone"	"2004"	"23"	"Female"	"0.856741573"	"0.3620859298"
"Sierra Leone"	"2004"	"24"	"Female"	"0.853968254"	"0.355585374"
"Senegal"	"2002"	"12"	"Female"	"0.997335465"	"0.9864811133"
"Senegal"	"2002"	"13"	"Female"	"0.9947964493"	"0.9785984054"
"Senegal"	"2002"	"14"	"Female"	"0.9939804364"	"0.9635933106"
"Senegal"	"2002"	"15"	"Female"	"0.9919320594"	"0.8974554985"
"Senegal"	"2002"	"16"	"Female"	"0.9874179431"	"0.8387819668"
"Senegal"	"2002"	"17"	"Female"	"0.9835596855"	"0.7460016265"
"Senegal"	"2002"	"18"	"Female"	"0.9713622291"	"0.6356259278"
"Senegal"	"2002"	"19"	"Female"	"0.9671052632"	"0.6307904253"
"Senegal"	"2002"	"20"	"Female"	"0.9381563594"	"0.4295790671"
"Senegal"	"2002"	"21"	"Female"	"0.9388489209"	"0.5090909091"
"Senegal"	"2002"	"22"	"Female"	"0.8918469218"	"0.3943560058"
"Senegal"	"2002"	"23"	"Female"	"0.8739002933"	"0.375723589"
"Senegal"	"2002"	"24"	"Female"	"0.8345323741"	"0.3416604057"
"Chad"	"2004"	"15"	"Female"	"1"	"0.9782989502"
"Chad"	"2004"	"16"	"Female"	"0.9392229703"	"0.8294878864"
"Chad"	"2004"	"17"	"Female"	"0.9172940303"	"0.6801879891"
"Chad"	"2004"	"18"	"Female"	"0.7926985692"	"0.4977132269"
"Chad"	"2004"	"19"	"Female"	"0.7957847223"	"0.3822825643"
"Chad"	"2004"	"20"	"Female"	"0.7049671727"	"0.2524530906"
"Chad"	"2004"	"21"	"Female"	"0.6570074419"	"0.1880456061"
"Chad"	"2004"	"22"	"Female"	"0.6100327696"	"0.1531341963"
"Chad"	"2004"	"23"	"Female"	"0.4008361443"	"0.1497935632"
"Chad"	"2004"	"24"	"Female"	"0.3395240786"	"0.0649197523"
"Togo"	"1998"	"15"	"Female"	"1"	"0.9865617727"
"Togo"	"1998"	"16"	"Female"	"1"	"0.9366519627"
"Togo"	"1998"	"17"	"Female"	"1"	"0.8648981019"
"Togo"	"1998"	"18"	"Female"	"1"	"0.7560591194"
"Togo"	"1998"	"19"	"Female"	"0.9637544797"	"0.6134299183"
"Togo"	"1998"	"20"	"Female"	"0.9858489202"	"0.4921095381"
"Togo"	"1998"	"21"	"Female"	"1"	"0.4721189368"
"Togo"	"1998"	"22"	"Female"	"0.9500550927"	"0.3605130189"
"Togo"	"1998"	"23"	"Female"	"0.9786845843"	"0.3112024227"
"Togo"	"1998"	"24"	"Female"	"0.7776136488"	"0.1932478072"
"Tanzania"	"2002"	"12"	"Female"	"0.9975314322"	"0.9966751788"
"Tanzania"	"2002"	"13"	"Female"	"0.9959438309"	"0.9927696694"
"Tanzania"	"2002"	"14"	"Female"	"0.9929332934"	"0.9862788625"
"Tanzania"	"2002"	"15"	"Female"	"0.9905130094"	"0.9671646508"
"Tanzania"	"2002"	"16"	"Female"	"0.9821180681"	"0.9298142822"
"Tanzania"	"2002"	"17"	"Female"	"0.9696987382"	"0.8434264693"
"Tanzania"	"2002"	"18"	"Female"	"0.9358686067"	"0.6825676993"
"Tanzania"	"2002"	"19"	"Female"	"0.908884583"	"0.5472283474"
"Tanzania"	"2002"	"20"	"Female"	"0.8415856851"	"0.3756221069"
"Tanzania"	"2002"	"21"	"Female"	"0.8131797589"	"0.324105481"
"Tanzania"	"2002"	"22"	"Female"	"0.7216645564"	"0.2540704357"
"Tanzania"	"2002"	"23"	"Female"	"0.6616909715"	"0.2100661495"
"Tanzania"	"2002"	"24"	"Female"	"0.6052929658"	"0.1822556206"
"Uganda"	"2002"	"12"	"Female"	"0.9948128937"	"0.9942171717"
"Uganda"	"2002"	"13"	"Female"	"0.9941711436"	"0.991908046"
"Uganda"	"2002"	"14"	"Female"	"0.9853943525"	"0.979378882"
"Uganda"	"2002"	"15"	"Female"	"0.9683376078"	"0.9447318744"
"Uganda"	"2002"	"16"	"Female"	"0.9340389138"	"0.8741742577"
"Uganda"	"2002"	"17"	"Female"	"0.8822958771"	"0.7376415132"
"Uganda"	"2002"	"18"	"Female"	"0.7527831094"	"0.5496587585"
"Uganda"	"2002"	"19"	"Female"	"0.6789831044"	"0.3904146473"
"Uganda"	"2002"	"20"	"Female"	"0.6272970904"	"0.2760292042"
"Uganda"	"2002"	"21"	"Female"	"0.5885896527"	"0.2357357357"
"Uganda"	"2002"	"22"	"Female"	"0.5478436658"	"0.1846413008"
"Uganda"	"2002"	"23"	"Female"	"0.5317848411"	"0.1517359623"
"Uganda"	"2002"	"24"	"Female"	"0.4851301115"	"0.119587733"
"United States"	"2000"	"12"	"Female"	"1"	"."
"United States"	"2000"	"13"	"Female"	"1"	"."
"United States"	"2000"	"14"	"Female"	"1"	"."
"United States"	"2000"	"15"	"Female"	"0.9925579396"	"0.9917968855"
"United States"	"2000"	"16"	"Female"	"0.9797330605"	"0.974439871"
"United States"	"2000"	"17"	"Female"	"0.9648458264"	"0.9524137636"
"United States"	"2000"	"18"	"Female"	"0.9547156605"	"0.9163027942"
"United States"	"2000"	"19"	"Female"	"0.9492204515"	"0.8652371607"
"United States"	"2000"	"20"	"Female"	"0.9338916609"	"0.810066615"
"United States"	"2000"	"21"	"Female"	"0.9116549039"	"0.7474579113"
"United States"	"2000"	"22"	"Female"	"0.8784929662"	"0.6977565761"
"United States"	"2000"	"23"	"Female"	"0.8212137613"	"0.6484822373"
"United States"	"2000"	"24"	"Female"	"0.7710117364"	"0.6006976689"
"Venezuela"	"2001"	"12"	"Female"	"0.9994109651"	"0.9981700144"
"Venezuela"	"2001"	"13"	"Female"	"0.9982141085"	"0.9955330138"
"Venezuela"	"2001"	"14"	"Female"	"0.9976473049"	"0.9879996308"
"Venezuela"	"2001"	"15"	"Female"	"0.9922609176"	"0.965515689"
"Venezuela"	"2001"	"16"	"Female"	"0.9828145266"	"0.919653206"
"Venezuela"	"2001"	"17"	"Female"	"0.9637476839"	"0.8553785409"
"Venezuela"	"2001"	"18"	"Female"	"0.9350541216"	"0.774648522"
"Venezuela"	"2001"	"19"	"Female"	"0.9079680839"	"0.6915522502"
"Venezuela"	"2001"	"20"	"Female"	"0.8710217755"	"0.6019831341"
"Venezuela"	"2001"	"21"	"Female"	"0.8271380296"	"0.5362419206"
"Venezuela"	"2001"	"22"	"Female"	"0.7877735849"	"0.4793181604"
"Venezuela"	"2001"	"23"	"Female"	"0.7299441139"	"0.4288563506"
"Venezuela"	"2001"	"24"	"Female"	"0.6721521693"	"0.373301398"
"Vietnam"	"1999"	"15"	"Female"	"0.9997918918"	"0.9979792512"
"Vietnam"	"1999"	"16"	"Female"	"0.9999861354"	"0.9927616295"
"Vietnam"	"1999"	"17"	"Female"	"0.9994938633"	"0.9786869033"
"Vietnam"	"1999"	"18"	"Female"	"0.9993359836"	"0.9432176501"
"Vietnam"	"1999"	"19"	"Female"	"0.9973378436"	"0.8622881242"
"Vietnam"	"1999"	"20"	"Female"	"0.9944749781"	"0.7646123969"
"Vietnam"	"1999"	"21"	"Female"	"0.9828508037"	"0.6621282017"
"Vietnam"	"1999"	"22"	"Female"	"0.9705237219"	"0.5439624077"
"Vietnam"	"1999"	"23"	"Female"	"0.9079656236"	"0.4492838216"
"Vietnam"	"1999"	"24"	"Female"	"0.8634617706"	"0.3796387998"
"South Africa"	"2001"	"12"	"Female"	"0.9975405708"	"0.9969036868"
"South Africa"	"2001"	"13"	"Female"	"0.9949936236"	"0.9932375486"
